Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
AGRINION (AIRPORT),,	1956-01-01,	2014-04-04,Closed,Unknown,Land (fixed),0-20000-0-16672|primary,Europe,,Greece,38.6,21.35,24,,,Hellenic National Meteorological Service,,,This station ceased its operation in August 2014.,,,,,,GOS General:Closed,	2019-10-31,Nick KALAMARAS
KASTORIA (AIRPORT),,	1975-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16614|primary,Europe,,Greece,40.4488,21.2736,654.64,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);M;METAR;RBSN(S);SNOW;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,Warm Temperate - Fully humid - Hot summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within hills of middle altitude,13|160,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2021-02-04,Nick KALAMARAS
KEFALINIA (AIRPORT),,	1948-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16685|primary,Europe,,Greece,38.1202,20.5049,25.2,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;SPECI ; SEMI-AUT,,,,,,RBON:Operational,	2022-08-08,Alexander Scheid
KERKYRA (AIRPORT),,	1949-11-01,,Operational,Operational,Land (fixed),0-20000-0-16641|primary,Europe,,Greece,39.6080555556,19.9138888889,1.13,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;GSN;METAR;RBCN;RBSN(S);SNOW;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,40|150,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, GSN:Operational, RBON:Operational",	2021-02-04,Nick KALAMARAS
KOS (AIRPORT),,	1982-01-01,,Operational,Operational,Land (fixed),0-20000-0-16742|primary,Europe,,Greece,36.8008,27.0905,126.6,,UTC+2,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;SPECI (see code table A for explanations).,,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within hills of very low altitude,6|60,RBON:Operational,	2022-10-19,Nick KALAMARAS
KOZANI (AIRPORT),,	1949-01-01,,Operational,Operational,Land (fixed),0-20000-0-16632|primary,Europe,,Greece,40.2895,21.8415,621,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);M;METAR;SNOW;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,RBON:Operational,	2022-10-19,Nick KALAMARAS
KYTHIRA,,	1932-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16743|primary,Europe,,Greece,36.1492,22.9887,166.1,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RBSN(S),,,,,,"GOS General:Operational, RBON:Operational",	2022-11-01,Nick KALAMARAS
Kaimaktsalan,,	2008-01-27,,Operational,Operational,Land (fixed),0-300-1-kaimaktsalan|primary,Europe,,Greece,40.9125,21.80749,2090,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kakopetros,,	2019-11-24,,Operational,Operational,Land (fixed),0-300-1-kakopetros|primary,Europe,,Greece,35.413687,23.755876,462,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kalamaria,,	2021-04-21,,Operational,Operational,Land (fixed),0-300-1-kalamaria|primary,Europe,,Greece,40.58222,22.94417,33,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Kalamata (NOA),,	2008-02-12,,Operational,Operational,Land (fixed),0-300-1-kalamata|primary,Europe,,Greece,37.024414,22.103209,5,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kalamatawest,,	2018-02-05,,Operational,Operational,Land (fixed),0-300-1-kalamatawest|primary,Europe,,Greece,37.033338,22.082975,10,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kalampaka,,	2013-03-08,,Operational,Operational,Land (fixed),0-300-1-kalampaka|primary,Europe,,Greece,39.708992,21.628464,238,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kalampaki,,	2015-03-24,,Operational,Operational,Land (fixed),0-300-1-kalampaki|primary,Europe,,Greece,41.03534,24.176853,65,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kalavryta,,	2013-01-13,,Operational,Operational,Land (fixed),0-300-1-kalavryta|primary,Europe,,Greece,38.02634,22.114377,781,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kalentzi,,	2021-06-16,,Operational,Operational,Land (fixed),0-300-1-kalentzi|primary,Europe,,Greece,37.951257,21.762075,910,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Kalymnos,,	2009-05-14,,Operational,Operational,Land (fixed),0-300-1-kalymnos|primary,Europe,,Greece,36.957402,26.970967,35,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kalymnos (AIrport),,	2009-04-15,,Operational,Operational,Land (fixed),0-300-0-16833|primary,Europe,,Greece,36.9647,26.9393,228.28,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within valleys of very low altitude,,GOS General:Operational,	2020-04-25,Nick KALAMARAS
Kampoi Keramion,,	2020-11-25,,Operational,Operational,Land (fixed),0-300-1-kampoikeramion|primary,Europe,,Greece,35.417676,24.069825,555,,UTC+2,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of middle altitude,,Non-affiliated:Operational,	2021-07-10,Nick KALAMARAS
Kandanos,,	2016-06-07,,Operational,Operational,Land (fixed),0-300-1-kandanos|primary,Europe,,Greece,35.327871,23.740628,430,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-19,Nick KALAMARAS
Kantza,,	2008-02-28,,Operational,Operational,Land (fixed),0-300-1-kantza|primary,Europe,,Greece,37.9793,23.8656,221,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kaparelli,,	2007-01-13,,Operational,Operational,Land (fixed),0-300-1-kaparelli|primary,Europe,,Greece,38.2433,23.2174,345,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kardamyla,,	2016-06-16,,Operational,Operational,Land (fixed),0-300-1-kardamyla|primary,Europe,,Greece,38.538553,26.114822,2,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-21,Nick KALAMARAS
Kardamyli,,	2013-12-31,,Operational,Operational,Land (fixed),0-300-1-kardamyli|primary,Europe,,Greece,36.8081,22.2961,13,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Karditsa,,	2014-04-22,,Operational,Operational,Land (fixed),0-300-1-karditsa|primary,Europe,,Greece,39.425352,21.91524,91,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Karditsa town,,	2021-04-15,,Operational,Operational,Land (fixed),0-300-1-karditsatown|primary,Europe,,Greece,39.360681,21.921455,121,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of middle altitude,,Non-affiliated:Operational,	2021-07-11,Nick KALAMARAS
Karpenisi,,	2008-08-19,,Operational,Operational,Land (fixed),0-300-1-karpenisi|primary,Europe,,Greece,38.86899,21.75207,700,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Karpenisitown,,	2018-05-14,,Operational,Operational,Land (fixed),0-300-1-karpenisitown|primary,Europe,,Greece,38.916454,21.788327,990,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Karpero,,	2019-08-01,,Operational,Unknown,Land (fixed),0-300-1-karpero|primary,Europe,,Greece,39.947217,21.622619,495,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Karystos,,	1975-01-01,,Operational,Operational,Land (fixed),0-300-0-16703|primary,Europe,,Greece,38.0006,24.3913,29.35,,UTC+2,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Water bodies(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within rises of low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Karystos(NOA),,	2018-05-01,,Operational,Operational,Land (fixed),0-300-1-karystos|primary,Europe,,Greece,38.016389,24.419167,30,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-19,Nick KALAMARAS
Kasos,,	1985-04-27,,Operational,Operational,Land (fixed),0-300-0-16770|primary,Europe,,Greece,35.4208,26.9145,9.44,,UTC+2,Hellenic National Meteorological Service,,,,,,,,,GOS General:Operational,	2020-04-25,Nick KALAMARAS
Kasos(NOA),,	2010-06-08,,Operational,Operational,Land (fixed),0-300-1-kasos|primary,Europe,,Greece,35.4165,26.9225,4,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kassandreia,,	2011-04-07,,Operational,Operational,Land (fixed),0-300-1-kassandreia|primary,Europe,,Greece,40.0586,23.4299,29,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kastellorizo(NOA),,	2018-07-30,,Operational,Operational,Land (fixed),0-300-1-kastellorizo|primary,Europe,,Greece,36.145861,29.605871,5,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kastelorizo,,	1987-01-01,,Operational,Partly operational,Land (fixed),0-300-0-16767|primary,Europe,,Greece,36.1434,29.5753,151.57,,,Hellenic National Meteorological Service,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,3|160,GOS General:Operational,	2022-10-19,Nick KALAMARAS
Kastoria(NOA),,	2008-08-22,,Operational,Operational,Land (fixed),0-300-1-kastoria|primary,Europe,,Greece,40.510618,21.254102,623,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kastritsi,,	2013-07-01,,Operational,Operational,Land (fixed),0-300-1-kastritsi|primary,Europe,,Greece,38.27272,21.837176,511,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Katarraktis,,	2018-05-01,,Operational,Operational,Land (fixed),0-300-1-katarraktis|primary,Europe,,Greece,39.44983,21.103126,803,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Kato Achaia,,	2021-03-30,,Operational,Operational,Land (fixed),0-300-1-katoachaia|primary,Europe,,Greece,38.137808,21.547892,42,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
